TPC codegen census, configuration: tpcds-defaults
commit:      1917c854bae
java:        25.0.4.1
settings:    spark.sql.readSideCharPadding=true, statistics injected=false, spark.sql.codegen.hugeMethodLimit=65535, spark.sql.adaptive.enabled=false
under AQE:   the same walk with spark.sql.adaptive.enabled=true finds 0 stages in these queries
bands:       ok <= 8000 bytes < interpreted <= 65535 bytes < fallback

summary
  tpcds-v1.4      103 queries  1058 stages  ok 1058
  tpcds-v2.7       32 queries   497 stages  ok 497
  tpcds-mod        21 queries   132 stages  interpreted 1, ok 131; past 8000: q3

set	query	stage	broadcasts	bytes	constant pool	band	operators
tpcds-v1.4	q56	2	0	298	147	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q56	4	1	503	199	ok	Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q56	3	0	507	171	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q56	12	3	174	240	ok	HashAggregate
tpcds-v1.4	q56	11	3	579	370	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q56	18	3	174	240	ok	HashAggregate
tpcds-v1.4	q56	17	3	579	370	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q57	22	5	1033	207	ok	Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < Filter
tpcds-v1.4	q57	7	3	449	130	ok	Filter
tpcds-v1.4	q57	6	3	120	124	ok	Sort
tpcds-v1.4	q57	5	3	371	248	ok	HashAggregate
tpcds-v1.4	q57	4	3	950	401	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < Filter < ColumnarToRow
tpcds-v1.4	q57	1	0	394	162	ok	Filter < ColumnarToRow
tpcds-v1.4	q57	1	0	656	142	ok	Filter < ColumnarToRow
tpcds-v1.4	q57	3	0	281	146	ok	Filter < ColumnarToRow
tpcds-v1.4	q57	14	0	255	121	ok	Project
tpcds-v1.4	q57	13	0	120	124	ok	Sort
tpcds-v1.4	q57	12	0	312	248	ok	HashAggregate
tpcds-v1.4	q57	21	0	255	121	ok	Project
tpcds-v1.4	q57	20	0	120	124	ok	Sort
tpcds-v1.4	q58	15	8	2112	328	ok	Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < HashAggregate
tpcds-v1.4	q58	4	2	468	367	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q58	2	1	340	167	ok	Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q58	1	0	279	139	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q58	1	0	286	139	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q58	1	0	432	174	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q58	9	2	201	241	ok	Filter < HashAggregate
tpcds-v1.4	q58	8	2	468	367	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q58	14	2	201	241	ok	Filter < HashAggregate
tpcds-v1.4	q58	13	2	468	367	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q59	10	6	1798	351	ok	Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < HashAggregate
tpcds-v1.4	q59	2	1	444	411	ok	HashAggregate < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q59	1	0	409	168	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q59	3	0	481	174	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q59	4	0	341	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q59	9	2	851	316	ok	Project < BroadcastHashJoin < Project < BroadcastHashJoin < HashAggregate
tpcds-v1.4	q59	7	0	432	174	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q59	8	0	341	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q60	19	10	204	246	ok	HashAggregate
tpcds-v1.4	q60	6	4	174	240	ok	HashAggregate
tpcds-v1.4	q60	5	4	579	370	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q60	1	0	375	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q60	2	0	298	147	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q60	4	1	503	199	ok	Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q60	3	0	389	168	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q60	12	3	174	240	ok	HashAggregate
tpcds-v1.4	q60	11	3	579	370	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q60	18	3	174	240	ok	HashAggregate
tpcds-v1.4	q60	17	3	579	370	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q61	15	12	287	207	ok	Project < BroadcastNestedLoopJoin < HashAggregate
tpcds-v1.4	q61	7	6	774	250	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q61	1	0	375	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q61	1	0	298	147	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q61	2	0	719	177	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q61	4	0	281	135	ok	Filter < ColumnarToRow
tpcds-v1.4	q61	5	0	298	147	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q61	6	0	328	161	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q61	14	5	155	154	ok	HashAggregate
tpcds-v1.4	q61	13	5	663	244	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q62	6	4	353	259	ok	HashAggregate
tpcds-v1.4	q62	5	4	786	386	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q62	1	0	272	150	ok	Filter < ColumnarToRow
tpcds-v1.4	q62	2	0	342	168	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q62	3	0	272	150	ok	Filter < ColumnarToRow
tpcds-v1.4	q62	4	0	341	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q63	7	3	483	155	ok	Project < Filter
tpcds-v1.4	q63	6	3	120	124	ok	Sort
tpcds-v1.4	q63	5	3	245	238	ok	HashAggregate
tpcds-v1.4	q63	4	3	1756	421	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < Filter < ColumnarToRow
tpcds-v1.4	q63	1	0	394	162	ok	Filter < ColumnarToRow
tpcds-v1.4	q63	1	0	470	142	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q63	3	0	214	135	ok	Filter < ColumnarToRow
tpcds-v1.4	q64	54	32	120	124	ok	Sort
tpcds-v1.4	q64	53	32	1414	219	ok	Project < SortMergeJoin
tpcds-v1.4	q64	26	16	120	124	ok	Sort
tpcds-v1.4	q64	25	16	2119	429	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < SortMergeJoin
tpcds-v1.4	q64	3	1	120	124	ok	Sort
tpcds-v1.4	q64	2	1	511	190	ok	Project < BroadcastHashJoin < Project < Filter < ColumnarToRow
tpcds-v1.4	q64	1	0	922	162	ok	Filter < ColumnarToRow
tpcds-v1.4	q64	1	0	307	135	ok	Filter < ColumnarToRow
tpcds-v1.4	q64	9	0	413	339	ok	Sort < Project < Filter < HashAggregate
tpcds-v1.4	q64	8	0	502	300	ok	SortAggregate < Project < SortMergeJoin
tpcds-v1.4	q64	5	0	120	124	ok	Sort
tpcds-v1.4	q64	4	0	345	157	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q64	7	0	120	124	ok	Sort
tpcds-v1.4	q64	6	0	455	157	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q64	11	0	499	177	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q64	12	0	549	135	ok	Filter < ColumnarToRow
tpcds-v1.4	q64	13	0	272	142	ok	Filter < ColumnarToRow
tpcds-v1.4	q64	15	0	430	174	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q64	17	0	214	135	ok	Filter < ColumnarToRow
tpcds-v1.4	q64	18	0	281	135	ok	Filter < ColumnarToRow
tpcds-v1.4	q64	20	0	559	174	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q64	22	0	214	135	ok	Filter < ColumnarToRow
tpcds-v1.4	q64	24	0	872	188	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q64	52	16	120	124	ok	Sort
tpcds-v1.4	q64	51	16	2119	429	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < SortMergeJoin
tpcds-v1.4	q64	29	1	120	124	ok	Sort
tpcds-v1.4	q64	28	1	511	190	ok	Project < BroadcastHashJoin < Project < Filter < ColumnarToRow
tpcds-v1.4	q64	27	0	922	162	ok	Filter < ColumnarToRow
tpcds-v1.4	q64	1	0	307	135	ok	Filter < ColumnarToRow
tpcds-v1.4	q64	35	0	413	339	ok	Sort < Project < Filter < HashAggregate
tpcds-v1.4	q65	9	5	810	225	ok	Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q65	3	1	238	239	ok	Filter < HashAggregate
tpcds-v1.4	q65	2	1	444	353	ok	HashAggregate < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q65	1	0	341	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q65	4	0	501	177	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q65	8	1	350	275	ok	Filter < HashAggregate
tpcds-v1.4	q65	7	1	273	288	ok	HashAggregate < HashAggregate
tpcds-v1.4	q65	6	1	425	353	ok	HashAggregate < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q66	13	8	4962	622	ok	HashAggregate
tpcds-v1.4	q66	6	4	3389	325	ok	HashAggregate
tpcds-v1.4	q66	5	4	1964	673	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q66	1	0	365	142	ok	Filter < ColumnarToRow
tpcds-v1.4	q66	1	0	589	171	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q66	3	0	340	136	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q66	4	0	423	165	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q66	12	4	3389	325	ok	HashAggregate
tpcds-v1.4	q66	11	4	1964	673	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q67	7	3	512	130	ok	Filter
tpcds-v1.4	q67	6	3	120	124	ok	Sort
tpcds-v1.4	q67	5	3	482	307	ok	Sort < HashAggregate
tpcds-v1.4	q67	4	3	1186	414	ok	HashAggregate < Expand < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q67	1	0	497	142	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q67	2	0	342	168	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q67	3	0	699	186	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q68	8	6	719	300	ok	Project < BroadcastHashJoin < Project < BroadcastHashJoin < HashAggregate
tpcds-v1.4	q68	5	4	860	396	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q68	1	0	472	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q68	2	0	353	147	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q68	3	0	396	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q68	4	0	281	146	ok	Filter < ColumnarToRow
tpcds-v1.4	q68	6	0	528	174	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q69	10	8	274	230	ok	HashAggregate
tpcds-v1.4	q69	9	8	593	352	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < BroadcastHashJoin < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q69	2	1	283	172	ok	Project < BroadcastHashJoin < ColumnarToRow
tpcds-v1.4	q69	1	0	419	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q69	4	1	283	172	ok	Project < BroadcastHashJoin < ColumnarToRow
tpcds-v1.4	q69	6	1	283	172	ok	Project < BroadcastHashJoin < ColumnarToRow
tpcds-v1.4	q69	7	0	445	165	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q69	8	0	746	189	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q70	11	5	235	128	ok	Project
tpcds-v1.4	q70	10	5	120	124	ok	Sort
tpcds-v1.4	q70	9	5	547	258	ok	HashAggregate
tpcds-v1.4	q70	8	5	497	393	ok	HashAggregate < Expand < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q70	1	0	341	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q70	7	3	550	199	ok	Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q70	6	2	155	115	ok	Project < Filter
tpcds-v1.4	q70	5	2	180	292	ok	Sort < HashAggregate
tpcds-v1.4	q70	4	2	468	367	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q70	2	0	341	168	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q71	8	5	120	124	ok	Sort
tpcds-v1.4	q71	7	5	275	248	ok	HashAggregate
tpcds-v1.4	q71	6	5	614	466	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Union < Project < BroadcastHashJoin < Filter < ColumnarToRow < Project < BroadcastHashJoin < Filter < ColumnarToRow < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q71	1	0	470	171	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q71	1	0	375	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q71	5	0	544	172	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q72	15	9	198	230	ok	HashAggregate
tpcds-v1.4	q72	14	9	507	354	ok	HashAggregate < Project < SortMergeJoin
tpcds-v1.4	q72	11	9	120	124	ok	Sort
tpcds-v1.4	q72	10	9	1453	227	ok	Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q72	1	0	429	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q72	1	0	406	151	ok	Filter < ColumnarToRow
tpcds-v1.4	q72	2	0	272	150	ok	Filter < ColumnarToRow
tpcds-v1.4	q72	3	0	272	150	ok	Filter < ColumnarToRow
tpcds-v1.4	q72	4	0	327	161	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q72	5	0	328	161	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q72	7	0	281	135	ok	Filter < ColumnarToRow
tpcds-v1.4	q72	8	0	281	135	ok	Filter < ColumnarToRow
tpcds-v1.4	q72	9	0	214	135	ok	Filter < ColumnarToRow
tpcds-v1.4	q72	13	0	120	124	ok	Sort
tpcds-v1.4	q72	12	0	281	142	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q73	7	4	120	124	ok	Sort
tpcds-v1.4	q73	6	4	412	252	ok	Project < BroadcastHashJoin < Filter < HashAggregate
tpcds-v1.4	q73	4	3	605	339	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q73	1	0	472	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q73	2	0	400	147	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q73	3	0	739	185	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q73	5	0	698	186	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q74	16	11	1072	309	ok	Project < BroadcastHashJoin < Project < BroadcastHashJoin < BroadcastHashJoin < Filter < HashAggregate
tpcds-v1.4	q74	3	2	847	398	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < Filter < ColumnarToRow
tpcds-v1.4	q74	1	0	327	162	ok	Filter < ColumnarToRow
tpcds-v1.4	q74	1	0	408	135	ok	Filter < ColumnarToRow
tpcds-v1.4	q74	7	2	261	248	ok	HashAggregate
tpcds-v1.4	q74	6	2	847	398	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < Filter < ColumnarToRow
tpcds-v1.4	q74	4	0	327	162	ok	Filter < ColumnarToRow
tpcds-v1.4	q74	1	0	408	135	ok	Filter < ColumnarToRow
tpcds-v1.4	q74	11	2	307	253	ok	Filter < HashAggregate
tpcds-v1.4	q74	10	2	847	398	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < Filter < ColumnarToRow
tpcds-v1.4	q74	8	0	327	162	ok	Filter < ColumnarToRow
tpcds-v1.4	q74	15	2	248	248	ok	HashAggregate
tpcds-v1.4	q74	14	2	847	398	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < Filter < ColumnarToRow
tpcds-v1.4	q74	12	0	327	162	ok	Filter < ColumnarToRow
tpcds-v1.4	q75	51	12	1019	258	ok	Project < SortMergeJoin
tpcds-v1.4	q75	25	6	120	124	ok	Sort
tpcds-v1.4	q75	24	6	389	247	ok	Filter < HashAggregate
tpcds-v1.4	q75	23	6	329	338	ok	HashAggregate < HashAggregate
tpcds-v1.4	q75	22	6	325	252	ok	HashAggregate
tpcds-v1.4	q75	7	2	843	210	ok	Project < SortMergeJoin
tpcds-v1.4	q75	4	2	120	124	ok	Sort
tpcds-v1.4	q75	3	2	707	197	ok	Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q75	1	0	307	135	ok	Filter < ColumnarToRow
tpcds-v1.4	q75	1	0	596	161	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q75	6	0	120	124	ok	Sort
tpcds-v1.4	q75	5	0	394	160	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q75	14	2	843	210	ok	Project < SortMergeJoin
tpcds-v1.4	q75	11	2	120	124	ok	Sort
tpcds-v1.4	q75	10	2	707	197	ok	Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q75	13	0	120	124	ok	Sort
tpcds-v1.4	q75	12	0	394	160	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q75	21	2	843	210	ok	Project < SortMergeJoin
tpcds-v1.4	q75	18	2	120	124	ok	Sort
tpcds-v1.4	q75	17	2	707	197	ok	Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q75	20	0	120	124	ok	Sort
tpcds-v1.4	q75	19	0	394	160	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q75	50	6	120	124	ok	Sort
tpcds-v1.4	q75	49	6	389	247	ok	Filter < HashAggregate
tpcds-v1.4	q75	48	6	329	338	ok	HashAggregate < HashAggregate
tpcds-v1.4	q75	47	6	325	252	ok	HashAggregate
tpcds-v1.4	q75	32	2	843	210	ok	Project < SortMergeJoin
tpcds-v1.4	q75	29	2	120	124	ok	Sort
tpcds-v1.4	q75	28	2	707	197	ok	Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q75	1	0	307	135	ok	Filter < ColumnarToRow
tpcds-v1.4	q75	31	0	120	124	ok	Sort
tpcds-v1.4	q75	39	2	843	210	ok	Project < SortMergeJoin
tpcds-v1.4	q75	36	2	120	124	ok	Sort
tpcds-v1.4	q75	35	2	707	197	ok	Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q75	38	0	120	124	ok	Sort
tpcds-v1.4	q75	46	2	843	210	ok	Project < SortMergeJoin
tpcds-v1.4	q75	43	2	120	124	ok	Sort
tpcds-v1.4	q75	42	2	707	197	ok	Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q75	45	0	120	124	ok	Sort
tpcds-v1.4	q76	8	6	315	258	ok	HashAggregate
tpcds-v1.4	q76	7	6	531	473	ok	HashAggregate < Union < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q76	1	0	342	168	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q76	2	0	321	142	ok	Filter < ColumnarToRow
tpcds-v1.4	q77	21	13	496	263	ok	HashAggregate
tpcds-v1.4	q77	20	13	442	572	ok	HashAggregate < Expand < Union < Project < BroadcastHashJoin < HashAggregate < Project < BroadcastNestedLoopJoin < HashAggregate < Project < BroadcastHashJoin < HashAggregate
tpcds-v1.4	q77	3	2	492	371	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q77	1	0	341	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q77	2	0	214	135	ok	Filter < ColumnarToRow
tpcds-v1.4	q77	7	2	247	245	ok	HashAggregate
tpcds-v1.4	q77	6	2	492	371	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q77	10	1	247	245	ok	HashAggregate
tpcds-v1.4	q77	9	1	390	362	ok	HashAggregate < Project < BroadcastHashJoin < ColumnarToRow
tpcds-v1.4	q77	12	1	302	234	ok	HashAggregate < Project < BroadcastHashJoin < ColumnarToRow
tpcds-v1.4	q77	15	2	492	371	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q77	14	0	214	135	ok	Filter < ColumnarToRow
tpcds-v1.4	q77	19	2	247	245	ok	HashAggregate
tpcds-v1.4	q77	18	2	492	371	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q78	23	3	1199	271	ok	Project < SortMergeJoin
tpcds-v1.4	q78	15	2	662	208	ok	Project < SortMergeJoin
tpcds-v1.4	q78	7	1	363	306	ok	Sort < HashAggregate
tpcds-v1.4	q78	6	1	622	429	ok	HashAggregate < Project < BroadcastHashJoin < Project < Filter < SortMergeJoin
tpcds-v1.4	q78	2	0	120	124	ok	Sort
tpcds-v1.4	q78	1	0	548	162	ok	Filter < ColumnarToRow
tpcds-v1.4	q78	1	0	307	135	ok	Filter < ColumnarToRow
tpcds-v1.4	q78	4	0	120	124	ok	Sort
tpcds-v1.4	q78	3	0	281	142	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q78	14	1	420	306	ok	Sort < Filter < HashAggregate
tpcds-v1.4	q78	13	1	622	429	ok	HashAggregate < Project < BroadcastHashJoin < Project < Filter < SortMergeJoin
tpcds-v1.4	q78	9	0	120	124	ok	Sort
tpcds-v1.4	q78	8	0	548	162	ok	Filter < ColumnarToRow
tpcds-v1.4	q78	11	0	120	124	ok	Sort
tpcds-v1.4	q78	10	0	281	142	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q78	22	1	420	306	ok	Sort < Filter < HashAggregate
tpcds-v1.4	q78	21	1	622	429	ok	HashAggregate < Project < BroadcastHashJoin < Project < Filter < SortMergeJoin
tpcds-v1.4	q78	17	0	120	124	ok	Sort
tpcds-v1.4	q78	16	0	548	162	ok	Filter < ColumnarToRow
tpcds-v1.4	q78	19	0	120	124	ok	Sort
tpcds-v1.4	q78	18	0	281	142	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q79	6	4	509	280	ok	Project < BroadcastHashJoin < HashAggregate
tpcds-v1.4	q79	4	3	759	382	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q79	1	0	428	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q79	2	0	399	150	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q79	3	0	397	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q79	5	0	461	174	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q80	32	12	496	255	ok	HashAggregate
tpcds-v1.4	q80	31	12	326	280	ok	HashAggregate < Expand
tpcds-v1.4	q80	10	4	509	285	ok	HashAggregate
tpcds-v1.4	q80	9	4	796	434	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < SortMergeJoin
tpcds-v1.4	q80	2	0	120	124	ok	Sort
tpcds-v1.4	q80	1	0	566	162	ok	Filter < ColumnarToRow
tpcds-v1.4	q80	1	0	341	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q80	4	0	120	124	ok	Sort
tpcds-v1.4	q80	3	0	400	157	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q80	6	0	342	168	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q80	7	0	308	147	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q80	8	0	327	161	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q80	20	4	509	285	ok	HashAggregate
tpcds-v1.4	q80	19	4	796	434	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < SortMergeJoin
tpcds-v1.4	q80	12	0	120	124	ok	Sort
tpcds-v1.4	q80	11	0	566	162	ok	Filter < ColumnarToRow
tpcds-v1.4	q80	14	0	120	124	ok	Sort
tpcds-v1.4	q80	13	0	400	157	ok	Project < Filter < ColumnarToRow
