TPC codegen census, configuration: tpcds-defaults-stats
commit:      a821cc2e8d1
java:        25.0.4.1
settings:    spark.sql.readSideCharPadding=true, statistics injected=true, spark.sql.codegen.hugeMethodLimit=65535, spark.sql.adaptive.enabled=false
under AQE:   the same walk with spark.sql.adaptive.enabled=true finds 0 stages in these queries
bands:       ok <= 8000 bytes < interpreted <= 65535 bytes < fallback

summary
  tpcds-v1.4      103 queries  1586 stages  ok 1586
  tpcds-v2.7       32 queries   794 stages  ok 794
  tpcds-mod        21 queries   175 stages  interpreted 1, ok 174; past 8000: q3

set	query	stage	bytes	constant pool	band	operators
tpcds-v1.4	q39a	2	214	135	ok	Filter < ColumnarToRow
tpcds-v1.4	q39a	3	272	150	ok	Filter < ColumnarToRow
tpcds-v1.4	q39a	12	120	124	ok	Sort
tpcds-v1.4	q39a	11	876	277	ok	Project < Filter < HashAggregate
tpcds-v1.4	q39a	10	330	314	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q39a	1	386	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q39b	14	120	124	ok	Sort
tpcds-v1.4	q39b	13	647	193	ok	SortMergeJoin
tpcds-v1.4	q39b	6	120	124	ok	Sort
tpcds-v1.4	q39b	5	1014	279	ok	Project < Filter < HashAggregate
tpcds-v1.4	q39b	4	330	314	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q39b	1	386	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q39b	2	214	135	ok	Filter < ColumnarToRow
tpcds-v1.4	q39b	3	272	150	ok	Filter < ColumnarToRow
tpcds-v1.4	q39b	12	120	124	ok	Sort
tpcds-v1.4	q39b	11	876	277	ok	Project < Filter < HashAggregate
tpcds-v1.4	q39b	10	330	314	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q39b	1	386	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q40	9	365	242	ok	HashAggregate
tpcds-v1.4	q40	8	481	290	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < SortMergeJoin
tpcds-v1.4	q40	2	120	124	ok	Sort
tpcds-v1.4	q40	1	450	162	ok	Filter < ColumnarToRow
tpcds-v1.4	q40	1	364	147	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q40	1	353	135	ok	Filter < ColumnarToRow
tpcds-v1.4	q40	4	120	124	ok	Sort
tpcds-v1.4	q40	3	345	157	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q40	5	492	178	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q40	7	341	168	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q41	4	244	244	ok	HashAggregate
tpcds-v1.4	q41	3	244	301	ok	HashAggregate < Project < BroadcastHashJoin < Project < Filter < HashAggregate
tpcds-v1.4	q41	1	399	151	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q41	2	3824	430	ok	HashAggregate < Project < Filter < ColumnarToRow
tpcds-v1.4	q42	4	238	248	ok	HashAggregate
tpcds-v1.4	q42	3	244	290	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q42	1	387	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q42	1	470	171	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q43	4	704	279	ok	HashAggregate
tpcds-v1.4	q43	3	396	300	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q43	1	423	168	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q43	2	475	178	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q44	10	131	105	ok	Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < Filter
tpcds-v1.4	q44	3	120	124	ok	Sort
tpcds-v1.4	q44	2	418	330	ok	Sort < Filter < HashAggregate
tpcds-v1.4	q44	2	281	261	ok	HashAggregate
tpcds-v1.4	q44	1	356	344	ok	HashAggregate < Project < Filter < ColumnarToRow
tpcds-v1.4	q44	1	349	344	ok	HashAggregate < Project < Filter < ColumnarToRow
tpcds-v1.4	q44	7	176	105	ok	Project < Filter
tpcds-v1.4	q44	6	120	124	ok	Sort
tpcds-v1.4	q44	5	418	330	ok	Sort < Filter < HashAggregate
tpcds-v1.4	q44	8	342	168	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q45	13	201	240	ok	HashAggregate
tpcds-v1.4	q45	12	837	399	ok	HashAggregate < Project < Filter < BroadcastHashJoin < Project < SortMergeJoin
tpcds-v1.4	q45	4	120	124	ok	Sort
tpcds-v1.4	q45	3	270	142	ok	Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q45	1	374	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q45	2	342	168	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q45	10	120	124	ok	Sort
tpcds-v1.4	q45	9	308	187	ok	Project < SortMergeJoin
tpcds-v1.4	q45	6	120	124	ok	Sort
tpcds-v1.4	q45	5	281	135	ok	Filter < ColumnarToRow
tpcds-v1.4	q45	8	120	124	ok	Sort
tpcds-v1.4	q45	7	391	168	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q45	11	495	165	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q46	16	646	200	ok	Project < SortMergeJoin
tpcds-v1.4	q46	6	120	124	ok	Sort
tpcds-v1.4	q46	5	372	191	ok	Project < SortMergeJoin
tpcds-v1.4	q46	2	120	124	ok	Sort
tpcds-v1.4	q46	1	528	174	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q46	4	120	124	ok	Sort
tpcds-v1.4	q46	3	281	146	ok	Filter < ColumnarToRow
tpcds-v1.4	q46	15	120	124	ok	Sort
tpcds-v1.4	q46	14	421	327	ok	HashAggregate < Project < SortMergeJoin
tpcds-v1.4	q46	11	120	124	ok	Sort
tpcds-v1.4	q46	10	380	142	ok	Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q46	1	467	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q46	8	353	147	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q46	9	396	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q46	13	120	124	ok	Sort
tpcds-v1.4	q47	36	889	219	ok	Project < SortMergeJoin
tpcds-v1.4	q47	24	889	222	ok	Project < SortMergeJoin
tpcds-v1.4	q47	12	120	124	ok	Sort
tpcds-v1.4	q47	11	722	170	ok	Project < Filter
tpcds-v1.4	q47	10	493	130	ok	Filter
tpcds-v1.4	q47	9	120	124	ok	Sort
tpcds-v1.4	q47	8	409	248	ok	HashAggregate
tpcds-v1.4	q47	7	525	364	ok	HashAggregate < Project < SortMergeJoin
tpcds-v1.4	q47	4	120	124	ok	Sort
tpcds-v1.4	q47	3	270	142	ok	Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q47	1	656	142	ok	Filter < ColumnarToRow
tpcds-v1.4	q47	2	348	146	ok	Filter < ColumnarToRow
tpcds-v1.4	q47	6	120	124	ok	Sort
tpcds-v1.4	q47	5	641	186	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q47	23	120	124	ok	Sort
tpcds-v1.4	q47	22	298	121	ok	Project
tpcds-v1.4	q47	21	120	124	ok	Sort
tpcds-v1.4	q47	20	350	248	ok	HashAggregate
tpcds-v1.4	q47	35	120	124	ok	Sort
tpcds-v1.4	q47	34	298	121	ok	Project
tpcds-v1.4	q47	33	120	124	ok	Sort
tpcds-v1.4	q48	12	117	147	ok	HashAggregate
tpcds-v1.4	q48	11	1298	239	ok	HashAggregate < Project < SortMergeJoin
tpcds-v1.4	q48	8	120	124	ok	Sort
tpcds-v1.4	q48	7	1433	201	ok	Project < SortMergeJoin
tpcds-v1.4	q48	4	120	124	ok	Sort
tpcds-v1.4	q48	3	1319	152	ok	Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q48	1	295	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q48	1	214	135	ok	Filter < ColumnarToRow
tpcds-v1.4	q48	6	120	124	ok	Sort
tpcds-v1.4	q48	5	937	207	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q48	10	120	124	ok	Sort
tpcds-v1.4	q48	9	944	178	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q49	31	251	265	ok	HashAggregate
tpcds-v1.4	q49	10	285	126	ok	Project < Filter
tpcds-v1.4	q49	9	120	124	ok	Sort
tpcds-v1.4	q49	8	120	124	ok	Sort
tpcds-v1.4	q49	7	701	301	ok	HashAggregate
tpcds-v1.4	q49	6	502	343	ok	HashAggregate < Project < SortMergeJoin
tpcds-v1.4	q49	3	120	124	ok	Sort
tpcds-v1.4	q49	2	537	154	ok	Project < BroadcastHashJoin < Project < Filter < ColumnarToRow
tpcds-v1.4	q49	1	375	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q49	5	120	124	ok	Sort
tpcds-v1.4	q49	4	448	164	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q49	20	285	126	ok	Project < Filter
tpcds-v1.4	q49	19	120	124	ok	Sort
tpcds-v1.4	q49	18	120	124	ok	Sort
tpcds-v1.4	q49	17	701	301	ok	HashAggregate
tpcds-v1.4	q49	16	502	343	ok	HashAggregate < Project < SortMergeJoin
tpcds-v1.4	q49	13	120	124	ok	Sort
tpcds-v1.4	q49	12	537	154	ok	Project < BroadcastHashJoin < Project < Filter < ColumnarToRow
tpcds-v1.4	q49	15	120	124	ok	Sort
tpcds-v1.4	q49	14	448	164	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q49	30	285	126	ok	Project < Filter
tpcds-v1.4	q49	29	120	124	ok	Sort
tpcds-v1.4	q49	28	120	124	ok	Sort
tpcds-v1.4	q49	27	701	301	ok	HashAggregate
tpcds-v1.4	q49	26	502	343	ok	HashAggregate < Project < SortMergeJoin
tpcds-v1.4	q49	23	120	124	ok	Sort
tpcds-v1.4	q49	22	537	154	ok	Project < BroadcastHashJoin < Project < Filter < ColumnarToRow
tpcds-v1.4	q49	25	120	124	ok	Sort
tpcds-v1.4	q49	24	448	164	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q50	9	626	266	ok	HashAggregate
tpcds-v1.4	q50	8	733	338	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < SortMergeJoin
tpcds-v1.4	q50	3	120	124	ok	Sort
tpcds-v1.4	q50	2	325	142	ok	Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q50	1	375	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q50	5	120	124	ok	Sort
tpcds-v1.4	q50	4	473	151	ok	Filter < ColumnarToRow
tpcds-v1.4	q50	6	214	135	ok	Filter < ColumnarToRow
tpcds-v1.4	q50	7	1007	189	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q51	15	415	126	ok	Filter
tpcds-v1.4	q51	14	120	124	ok	Sort
tpcds-v1.4	q51	13	818	201	ok	Project < SortMergeJoin
tpcds-v1.4	q51	6	120	124	ok	Sort
tpcds-v1.4	q51	5	192	112	ok	Project
tpcds-v1.4	q51	4	120	124	ok	Sort
tpcds-v1.4	q51	3	214	238	ok	HashAggregate
tpcds-v1.4	q51	2	275	283	ok	HashAggregate < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q51	1	399	142	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q51	12	120	124	ok	Sort
tpcds-v1.4	q51	11	192	112	ok	Project
tpcds-v1.4	q51	10	120	124	ok	Sort
tpcds-v1.4	q51	9	214	238	ok	HashAggregate
tpcds-v1.4	q51	8	275	283	ok	HashAggregate < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q52	4	238	248	ok	HashAggregate
tpcds-v1.4	q52	3	244	290	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q52	1	387	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q52	1	470	171	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q53	7	483	155	ok	Project < Filter
tpcds-v1.4	q53	6	120	124	ok	Sort
tpcds-v1.4	q53	5	245	238	ok	HashAggregate
tpcds-v1.4	q53	4	330	283	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q53	1	470	142	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q53	2	214	135	ok	Filter < ColumnarToRow
tpcds-v1.4	q53	3	1474	209	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q54	14	156	224	ok	HashAggregate
tpcds-v1.4	q54	13	308	400	ok	HashAggregate < SortAggregate < Project < BroadcastHashJoin < Project < SortMergeJoin
tpcds-v1.4	q54	9	308	369	ok	Sort < Project < BroadcastHashJoin < HashAggregate < Project < SortMergeJoin
tpcds-v1.4	q54	2	428	165	ok	Project < BroadcastHashJoin < Project < Filter < ColumnarToRow
tpcds-v1.4	q54	1	430	171	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q54	6	120	124	ok	Sort
tpcds-v1.4	q54	5	287	186	ok	Project < BroadcastHashJoin < Project < BroadcastHashJoin < Union < Project < Filter < ColumnarToRow < Project < Filter < ColumnarToRow
tpcds-v1.4	q54	1	375	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q54	4	442	164	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q54	8	120	124	ok	Sort
tpcds-v1.4	q54	7	281	135	ok	Filter < ColumnarToRow
tpcds-v1.4	q54	11	120	124	ok	Sort
tpcds-v1.4	q54	10	327	162	ok	Filter < ColumnarToRow
tpcds-v1.4	q54	1	327	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q54	2	244	242	ok	HashAggregate
tpcds-v1.4	q54	1	421	281	ok	HashAggregate < Project < Filter < ColumnarToRow
tpcds-v1.4	q54	2	244	242	ok	HashAggregate
tpcds-v1.4	q54	1	421	281	ok	HashAggregate < Project < Filter < ColumnarToRow
tpcds-v1.4	q55	4	201	248	ok	HashAggregate
tpcds-v1.4	q55	3	244	290	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q55	1	375	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q55	1	471	171	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q56	19	204	246	ok	HashAggregate
tpcds-v1.4	q56	6	174	240	ok	HashAggregate
tpcds-v1.4	q56	5	330	288	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q56	1	374	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q56	2	298	147	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q56	4	215	149	ok	Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q56	3	507	171	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q56	12	174	240	ok	HashAggregate
tpcds-v1.4	q56	11	330	288	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q56	18	174	240	ok	HashAggregate
tpcds-v1.4	q56	17	330	288	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q57	36	740	219	ok	Project < SortMergeJoin
tpcds-v1.4	q57	24	740	222	ok	Project < SortMergeJoin
tpcds-v1.4	q57	12	120	124	ok	Sort
tpcds-v1.4	q57	11	678	170	ok	Project < Filter
tpcds-v1.4	q57	10	449	130	ok	Filter
tpcds-v1.4	q57	9	120	124	ok	Sort
tpcds-v1.4	q57	8	371	248	ok	HashAggregate
tpcds-v1.4	q57	7	482	364	ok	HashAggregate < Project < SortMergeJoin
tpcds-v1.4	q57	4	120	124	ok	Sort
tpcds-v1.4	q57	3	270	142	ok	Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q57	1	656	142	ok	Filter < ColumnarToRow
tpcds-v1.4	q57	2	281	146	ok	Filter < ColumnarToRow
tpcds-v1.4	q57	6	120	124	ok	Sort
tpcds-v1.4	q57	5	641	186	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q57	23	120	124	ok	Sort
tpcds-v1.4	q57	22	255	121	ok	Project
tpcds-v1.4	q57	21	120	124	ok	Sort
tpcds-v1.4	q57	20	312	248	ok	HashAggregate
tpcds-v1.4	q57	35	120	124	ok	Sort
tpcds-v1.4	q57	34	255	121	ok	Project
tpcds-v1.4	q57	33	120	124	ok	Sort
tpcds-v1.4	q58	17	2296	243	ok	Project < SortMergeJoin
tpcds-v1.4	q58	11	680	222	ok	Project < SortMergeJoin
tpcds-v1.4	q58	5	204	293	ok	Sort < Filter < HashAggregate
tpcds-v1.4	q58	4	275	288	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q58	2	215	133	ok	Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q58	1	279	139	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q58	1	286	139	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q58	3	432	174	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q58	10	204	293	ok	Sort < Filter < HashAggregate
tpcds-v1.4	q58	9	275	288	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q58	16	204	293	ok	Sort < Filter < HashAggregate
tpcds-v1.4	q58	15	275	288	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q59	10	390	281	ok	Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < HashAggregate
tpcds-v1.4	q59	2	396	295	ok	HashAggregate < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q59	1	416	168	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q59	1	341	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q59	3	481	174	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q59	9	390	281	ok	Project < BroadcastHashJoin < Project < BroadcastHashJoin < HashAggregate
tpcds-v1.4	q59	6	396	295	ok	HashAggregate < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q59	5	416	168	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q59	1	341	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q59	7	432	174	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q60	19	204	246	ok	HashAggregate
tpcds-v1.4	q60	6	174	240	ok	HashAggregate
tpcds-v1.4	q60	5	330	288	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q60	1	375	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q60	2	298	147	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q60	4	215	149	ok	Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q60	3	389	168	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q60	12	174	240	ok	HashAggregate
tpcds-v1.4	q60	11	330	288	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q60	18	174	240	ok	HashAggregate
tpcds-v1.4	q60	17	330	288	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q61	15	287	207	ok	Project < BroadcastNestedLoopJoin < HashAggregate
tpcds-v1.4	q61	7	379	186	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q61	1	375	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q61	2	328	161	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q61	3	719	177	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q61	4	298	147	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q61	6	235	133	ok	Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q61	5	298	147	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q61	14	155	154	ok	HashAggregate
tpcds-v1.4	q61	13	324	186	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q62	6	353	260	ok	HashAggregate
tpcds-v1.4	q62	5	405	294	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q62	1	341	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q62	2	272	150	ok	Filter < ColumnarToRow
tpcds-v1.4	q62	3	342	168	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q62	4	272	150	ok	Filter < ColumnarToRow
tpcds-v1.4	q63	7	483	155	ok	Project < Filter
tpcds-v1.4	q63	6	120	124	ok	Sort
tpcds-v1.4	q63	5	245	238	ok	HashAggregate
tpcds-v1.4	q63	4	330	283	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q63	1	470	142	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q63	2	214	135	ok	Filter < ColumnarToRow
tpcds-v1.4	q63	3	1474	209	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q64	88	120	124	ok	Sort
tpcds-v1.4	q64	87	1414	219	ok	Project < SortMergeJoin
tpcds-v1.4	q64	43	120	124	ok	Sort
tpcds-v1.4	q64	42	868	268	ok	HashAggregate
tpcds-v1.4	q64	41	970	335	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < SortMergeJoin
tpcds-v1.4	q64	35	120	124	ok	Sort
tpcds-v1.4	q64	34	1041	196	ok	Project < SortMergeJoin
tpcds-v1.4	q64	31	120	124	ok	Sort
tpcds-v1.4	q64	30	912	189	ok	Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < SortMergeJoin
tpcds-v1.4	q64	24	120	124	ok	Sort
tpcds-v1.4	q64	23	1077	196	ok	Project < SortMergeJoin
tpcds-v1.4	q64	20	120	124	ok	Sort
tpcds-v1.4	q64	19	619	185	ok	Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < SortMergeJoin
tpcds-v1.4	q64	14	120	124	ok	Sort
tpcds-v1.4	q64	13	443	185	ok	Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < SortMergeJoin
tpcds-v1.4	q64	2	120	124	ok	Sort
tpcds-v1.4	q64	1	929	162	ok	Filter < ColumnarToRow
tpcds-v1.4	q64	1	744	175	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q64	1	307	135	ok	Filter < ColumnarToRow
tpcds-v1.4	q64	4	120	124	ok	Sort
tpcds-v1.4	q64	3	281	142	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q64	10	410	287	ok	Project < Filter < HashAggregate
tpcds-v1.4	q64	9	502	300	ok	SortAggregate < Project < SortMergeJoin
tpcds-v1.4	q64	6	120	124	ok	Sort
tpcds-v1.4	q64	5	345	157	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q64	8	120	124	ok	Sort
tpcds-v1.4	q64	7	455	157	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q64	12	499	177	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q64	16	120	124	ok	Sort
tpcds-v1.4	q64	15	549	135	ok	Filter < ColumnarToRow
tpcds-v1.4	q64	17	272	142	ok	Filter < ColumnarToRow
tpcds-v1.4	q64	22	120	124	ok	Sort
tpcds-v1.4	q64	21	430	174	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q64	26	120	124	ok	Sort
tpcds-v1.4	q64	27	214	135	ok	Filter < ColumnarToRow
tpcds-v1.4	q64	28	281	135	ok	Filter < ColumnarToRow
tpcds-v1.4	q64	33	120	124	ok	Sort
tpcds-v1.4	q64	32	559	174	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q64	37	120	124	ok	Sort
tpcds-v1.4	q64	38	214	135	ok	Filter < ColumnarToRow
tpcds-v1.4	q64	40	872	188	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q64	86	120	124	ok	Sort
tpcds-v1.4	q64	85	734	268	ok	HashAggregate
tpcds-v1.4	q64	84	970	335	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < SortMergeJoin
tpcds-v1.4	q64	78	120	124	ok	Sort
tpcds-v1.4	q64	77	1041	196	ok	Project < SortMergeJoin
tpcds-v1.4	q64	74	120	124	ok	Sort
tpcds-v1.4	q64	73	912	189	ok	Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < SortMergeJoin
tpcds-v1.4	q64	67	120	124	ok	Sort
tpcds-v1.4	q64	66	1077	196	ok	Project < SortMergeJoin
tpcds-v1.4	q64	63	120	124	ok	Sort
tpcds-v1.4	q64	62	619	185	ok	Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < SortMergeJoin
tpcds-v1.4	q64	57	120	124	ok	Sort
tpcds-v1.4	q64	56	443	185	ok	Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < SortMergeJoin
tpcds-v1.4	q64	45	120	124	ok	Sort
tpcds-v1.4	q64	44	929	162	ok	Filter < ColumnarToRow
tpcds-v1.4	q64	1	307	135	ok	Filter < ColumnarToRow
tpcds-v1.4	q64	47	120	124	ok	Sort
tpcds-v1.4	q64	59	120	124	ok	Sort
tpcds-v1.4	q64	65	120	124	ok	Sort
tpcds-v1.4	q64	69	120	124	ok	Sort
tpcds-v1.4	q64	76	120	124	ok	Sort
tpcds-v1.4	q64	80	120	124	ok	Sort
tpcds-v1.4	q65	12	488	193	ok	Project < SortMergeJoin
tpcds-v1.4	q65	9	120	124	ok	Sort
tpcds-v1.4	q65	8	186	249	ok	Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < HashAggregate
tpcds-v1.4	q65	2	330	283	ok	HashAggregate < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q65	1	341	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q65	6	350	275	ok	Filter < HashAggregate
tpcds-v1.4	q65	5	273	288	ok	HashAggregate < HashAggregate
tpcds-v1.4	q65	4	275	283	ok	HashAggregate < Project < BroadcastHashJoin < Filter < ColumnarToRow
